,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
135785,201407290042,2014,7,29,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.011562,-7.3120449999999995,1.0,0,,"07/29/2014: Assailants opened fire on a police patrol in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to dissident republicans.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Patrol,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Dissident Republicans,,,,,,,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A police vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Gun attack on police patrol car,"" BBC, July 30, 2014.","""McCartney condemns Derry gun attack,"" Sinn Fein, July 30, 2014.",,START Primary Collection,0,0,1,1,
135976,201408030022,2014,8,3,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Newtownabbey,54.693773,-5.950774,1.0,0,The incident occurred in the Carmoney area of the city.,"08/03/2014: Assailants threw a petrol bomb at a car in Newtownabbey town, Newtownabbey district, Northern Ireland, United Kingdom. No one was injured in the attack, but the car was damaged. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Not Applicable,Car,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A petrol bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Cars damaged in petrol bomb attacks,"" BBC, August 3, 2014.","""Two cars torched in Co Antrim attacks,"" UTV, August 3, 2014.",,START Primary Collection,-9,-9,1,1,
135977,201408030023,2014,8,3,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Antrim,54.709106000000006,-6.181734,1.0,0,County Antrim,"08/03/2014: Assailants threw a petrol bomb at a car in Craighill area, Antrim town, Antrim district, Northern Ireland, United Kingdom. No one was injured in the attack, but the car was damaged. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Not Applicable,Car,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A petrol bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Cars damaged in petrol bomb attacks,"" BBC, August 3, 2014.","""Two cars torched in Co Antrim attacks,"" UTV, August 3, 2014.",,START Primary Collection,-9,-9,1,1,
135979,201408030025,2014,8,3,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Letterbreen,54.309540000000005,-7.73198,1.0,0,,"08/03/2014: Assailants threw a petrol bomb at the house of a fracking worker in Letterbreen town, Fermanagh district, Northern Ireland, United Kingdom. No one was injured in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,7,Facility/Infrastructure Attack,,,,,1,Business,10.0,Mining,Tamboran Resources,House of Worker,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that the attack occurred amid controversy over fracking plans in Femanagh county. Sources also noted that there have been a number of threats against Tamboran's staff.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A petrol bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Petrol bomb attack on fracking worker,"" UTV, August 4, 2014.","""Petrol bomb attack at Enniskillen house,"" UTV, August 3, 2014.",,START Primary Collection,-9,-9,1,1,
136035,201408040022,2014,8,4,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,The incident occurred in the Duncairn Gardens area of the city.,"08/04/2014: Assailants threw a pipe bomb at a vehicle outside of the Groundwork Northern Ireland offices in Belfast city, Belfast district, Northern Ireland, United Kingdom. No one was injured in the attack, as the device failed to detonate. No group claimed responsibility for the incident; however, sources suspected that dissident republicans were involved. Sources also attributed the attack to loyalists.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Not Applicable,Vehicle,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Dissident Republicans,,Loyalists,,,,,1.0,1.0,,0,-99.0,0.0,0.0,,,0.0,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Pipe bomb thrown at parked car,"" BBC, August 4, 2014.","""Loyalists try to pin attack on republicans,"" The Irish News, August 6, 2014.",,START Primary Collection,0,0,1,1,
136099,201408050046,2014,8,5,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,,"08/05/2014: An assailant set fire to an aerosol can causing it to explode in Belfast city, Belfast district, Northern Ireland, United Kingdom. No one was injured and no property was damaged in the blast. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,An aerosol can concealed in a rucksack was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Blast was aerosol set alight in bag,"" BBC, August 5, 2014.","""Exploding aerosol caused Belfast alert,"" UTV, August 5, 2014.","""Belfast explosion caused by ignited aerosol,"" Irish Times, August 5, 2014.",START Primary Collection,-9,-9,1,1,
136158,201408060051,2014,8,6,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Ballymena,54.86538,-6.28038,1.0,0,,"08/06/2014: Assailants set a house on fire in Ballymena town, Ballymena district, Northern Ireland, United Kingdom. No one was injured in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,House,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A house was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Occupants rescued from arson attack,"" BBC, August 6, 2014.","""Arson attack on Ballymena home,"" UTV, August 6, 2014.",,START Primary Collection,-9,-9,1,1,
136311,201408100033,2014,8,10,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Portadown,54.42071,-6.443767,1.0,0,,"08/10/2014: A petrol bomb detonated in Portadown town, Craigavon district, Northern Ireland, United Kingdom. There were no reported casualties; however, property was damaged in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Fence,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Petrol bombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A fence was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Petrol bomb attack in Portadown,"" BBC, August 10, 2014.","""Petrol bomb attack in Portadown,"" UTV, August 10, 2014.",,START Primary Collection,-9,-9,1,1,
136604,201408160089,2014,8,16,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Ballygawley,54.462837,-7.026944,1.0,0,Dungannon,"08/16/2014: Assailants attacked the vehicle of Sammy Brush in Ballygawley village, Dungannon district, Northern Ireland, United Kingdom. Brush, a councilor, was unharmed in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,8,Unarmed Assault,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Government of Dungannon and South Tyrone,Councilor: Sammy Brush,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources speculated that the attack may have been part of a larger trend of sectarian violence in Northern Ireland.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Sammy Brush: DUP councillor in Ballygawley 'targeted for 39th time',"" BBC, August 17, 2014.","""DUP councillor attacked 'for 40th time',"" UTV, August 24, 2014.",,START Primary Collection,-9,-9,1,1,
136760,201408200045,2014,8,20,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.011562,-7.3120449999999995,1.0,0,,"08/20/2014: Assailants hijacked a delivery truck and demanded that the driver transport an explosive device to a police station in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. The driver was released and the hijacked vehicle was recovered by authorities. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,4,Hijacking,,,,,1,Business,7.0,Retail/Grocery/Bakery,Unknown,Delivery Truck,233.0,Northern Ireland,3.0,Police,22.0,"Police Building (headquarters, station, school)",Police Service of Northern Ireland (PSNI),Headquarters,233.0,Northern Ireland,,,,,,,,,Unknown,,,,,,,0.0,,,0,2.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,1.0,0.0,-99.0,,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,1.0,,"""4 suspects arrested over IRA letter-bomb campaign,"" The Associated Press, August 20, 2014.","""Lorry hijacked and driver ordered to take suspicious object to police station,"" TheJournal.ie, August 20, 2014.",,START Primary Collection,-9,-9,1,1,
136946,201408240095,2014,8,24,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,The incident occurred in the East Belfast area.,"08/24/2014: Assailants threw two incendiary devices at Police Service of Northern Ireland (PSNI) officers responding to a call for service in East Belfast neighborhood, Belfast city, Belfast district, Northern Ireland, United Kingdom. There were no reported casualties in the assault. No group claimed responsibility for the attack.",1,1,1,0.0,,,0.0,0,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Officers,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Petrol bombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Petrol bombs were thrown at police in East Belfast last night,"" TheJournal.ie, August 25, 2014.","""Petrol bombs thrown at police in second night of east Belfast youth violence,"" Big News Network, August 25, 2014.",,START Primary Collection,-9,-9,1,1,
136949,201408240098,2014,8,24,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Ballygawley,54.462837,-7.026944,1.0,0,Dungannon,"08/24/2014: Assailants used heavy machinery to attack the vehicle of Sammy Brush in Ballygawley village, Dungannon district, Northern Ireland, United Kingdom. There were no reported casualties; however, two vehicles, including the vehicle belonging to Brush, a Government of Dungannon and South Tyrone councilor, were damaged in the incident. No group claimed responsibility for the attack.",1,1,1,0.0,,,0.0,1,0,8,Unarmed Assault,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Government of Dungannon and South Tyrone,Vehicle of Councilor: Sammy Brush,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,A large heavy plant type vehicle was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Two vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Sammy Brush: DUP councillor in Ballygawley 'targeted for 40th time',"" BBC, August 24, 2014.","""DUP councillor attacked 'for 40th time',"" UTV, August 24, 2014.",,START Primary Collection,-9,-9,1,1,
137046,201408260060,2014,8,26,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,,"08/26/2014: Assailants threw multiple incendiary devices at Police Service of Northern Ireland (PSNI) officers in Belfast city, Belfast district, Northern Ireland, United Kingdom. There were no reported casualties in the assault. No group claimed responsibility for the attack.",1,1,1,0.0,,,0.0,0,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Officers,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Thrown petrol bombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Police attacked with petrol bombs in fourth night of youth violence in east Belfast,"" Big News Network, August 27, 2014.","""Police Attacked With Petrol Bombs In East Belfast,"" 4NI, August 27, 2014.",,START Primary Collection,-9,-9,1,1,
137141,201408280073,2014,8,28,,0,,603,United Kingdom,8,Western Europe,England,Bristol,51.4695,-2.5283889999999998,1.0,0,The incident occurred in the Speedwell area of the city.,"08/28/2014: Assailants set fire to an Air Cadet Organization (ACO) Squadron 1860 minibus in Speedwell neighborhood, Bristol city, South West region, England, United Kingdom. There were no reported casualties in the attack. Random Anarchists claimed responsibility and stated that the incident was carried out in order to shed light on the ways in which ""militarism works its way into the fabric of daily life.""",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),Air Cadet Organization (ACO),Squadron 1860 Minibus,216.0,Great Britain,,,,,,,,,,,,,,,,,Random Anarchists,,,,,,"In a statement online, Random Anarchists claimed responsibility and stated that the attack was meant to shed light on the ways in which ""militarism works its way into the fabric of daily life."" The group also claimed that the incident was a protest of the ""powermongering disguised as benevolent international peacekeeping.""",0.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A minibus and another vehicle were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Hunting Badger: police offer Â£10,000 reward after Bristol anarchist attacks,"" The Guardian, December 5, 2014.","""Anarchists torch distraught Bristol Air Cadets' minibus ahead of NATO summit,"" Bristol Post, September 4, 2014.","""Crime: Police give new minibus to arson victim,"" Bristol 24/7, September 11, 2014.",START Primary Collection,1,0,1,1,
137220,201408310044,2014,8,31,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Killyleagh,54.400992,-5.669367,1.0,0,The incident occurred in Coily Hill Road area of the city.,"08/31/2014: Two explosive devices detonated in Coily Hill Road area, Killyleagh village, Down district, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""'Bomb blast' site found in Killeagh,"" UTV, September 1, 2014.","""Bomb experts probe blast sites,"" Yahoo! UK and Ireland, September 1, 2014.",,START Primary Collection,-9,-9,1,1,
137282,201409010082,2014,9,1,,0,,603,United Kingdom,8,Western Europe,England,Brighton,50.824634,-0.14033099999999998,1.0,0,The incident occurred on Tichborne street.,"09/01/2014: Assailants set fire to a Sussex Police car on Tichborne Street in Brighton town, South East region, England, United Kingdom. There were no reported casualties in the attack. Anarchists claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Sussex Police,Police Car,216.0,Great Britain,,,,,,,,,,,,,,,,,Anarchists,,,,,,,0.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A police vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Police car torched in suspected twin Church Street arson attack,"" The Argus, September 2, 2014.","""Two attacks upon police targets (UK),"" 325, September 5, 2014.",,START Primary Collection,-9,-9,1,1,
137339,201409030060,2014,9,3,,0,,603,United Kingdom,8,Western Europe,England,Keynsham,51.415022,-2.502519,1.0,0,,"09/03/2014: An assailant set fire to two police vehicles at a police station in Keynsham town, South West region, England, United Kingdom. There were no reported casualties; however, the vehicles were damaged in the attack. The Informal Anarchist Federation claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Avon & Somerset Constabulary,Vehicles,216.0,Great Britain,,,,,,,,,,,,,,,,,Informal Anarchist Federation,,,,,,,0.0,,,0,-99.0,1.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Two police vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Anarchists are ""pathetic"" - editor's comment, September...,"" Bristol Post, September 4, 2014.","""Arrest after suspected arson attack at Keynsham police station, near Bristol,"" Bristol Post, September 3, 2014.","""Responsibility claim for the burning of police vehicles in Keynsham by 'Uncivil Disobedients / FAI' (UK),"" 325, September 6, 2014.",START Primary Collection,1,1,1,1,
137438,201409060063,2014,9,6,,0,,603,United Kingdom,8,Western Europe,England,Manchester,53.49955799999999,-2.184666,1.0,0,The incident occurred in the Newton Heath area of the city.,"09/06/2014: Assailants set fire to a minibus belonging to the Islamic Center outside the building in Newtown Heath area, Manchester city, North West region, England, United Kingdom. There were no reported casualties; however, the minibus was damaged in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,87.0,Affiliated Institution,Manchester Islamic Centre,Minibus,216.0,Great Britain,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,2.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,11.0,Sabotage Equipment,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A minibus was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Arsonists torch bus at Muslim centre,"" BBC, September 6, 2014.","""Man, 34, arrested over arson attack on minibus at Manchester mosque,"" Manchester Evening News, September 7, 2014.","""CCTV cameras stolen just hours before arsonists target Islamic Centre in Newton Heath,"" Manchester Evening News, September 6, 2014.",START Primary Collection,-9,-9,1,1,
137814,201409150090,2014,9,15,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Ballymagroarty,55.011562,-7.3120449999999995,1.0,0,,"09/15/2014: Assailants opened fire on a civilian in Ballymagroarty area, Londonderry district, Northern Ireland, United Kingdom. The civilian was wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to dissident republicans.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilian,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Dissident Republicans,,,,,,,0.0,,,0,2.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""VIDEO: 'Barbaric' attack on youth condemned,"" BBC, September 16, 2014.","""His future has probably changed forever  17-year-old shot in both legs in Derry,"" TheJournal.ie, September 16, 2014.",,START Primary Collection,0,0,1,1,
138024,201409190078,2014,9,19,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Strabane,54.819164,-7.467909,1.0,0,,"09/19/2014: Assailants threw an incendiary device at a truck in Strabane city, Strabane district, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Not Applicable,Truck,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A petrol bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A lorry and trailer were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Lorry damaged in petrol bomb attack,"" BBC, September 19, 2014.",,,START Primary Collection,-9,-9,1,1,
138169,201409220104,2014,9,22,2014-09-22 00:00:00,0,,603,United Kingdom,8,Western Europe,England,Manchester,53.467868,-2.16644,1.0,0,The incident occurred in the Welbeck Grove area in Broughton.,"09/22/2014: Assailants set the vehicle of Rabbi Ahron Cohen on fire outside his residence in Welbeck Grove area, Manchester city, North West region, England, United Kingdom. There were no reported casualties; however, the vehicle was damaged in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,87.0,Affiliated Institution,Neturei Karta,Car of Rabbi: Ahron Cohen,216.0,Great Britain,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that Rabbi Ahron Cohen had been critical of Israeli military operations in the Gaza Strip.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,,,,,,,,,,,,,Fuel was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Car of U.K. rabbi, member of anti-Zionist Neturei Karta, is burned in arson attack,"" Haaretz, September 22, 2014.","""Manchester: Anti-Israel Rabbi Ahron Cohen has Car Torched after Condemning Gaza Attacks,"" Yahoo! UK and Ireland, September 23, 2014.",,START Primary Collection,-9,-9,1,1,
138313,201409260086,2014,9,26,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Keady,54.250039,-6.703625,1.0,0,,"09/26/2014: An explosive device placed in a saucepan detonated outside of Carnagh Orange Hall in Keady town, Armagh district, Ireland, United Kingdom. No one was injured in the blast, but a shutter on the hall was damaged. The Irish Volunteers claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,82.0,Labor Union Related,Loyal Orange Institution,Hall,233.0,Northern Ireland,,,,,,,,,,,,,,,,,The Irish Volunteers,,,,,,,0.0,,,0,-99.0,0.0,1.0,2.0,Call (post-incident),,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,An explosive device concealed in a saucepan was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The shutter of a building was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Security operation after hall attack,"" BBC, September 29, 2014.","""Security operation at Orange Hall,"" UTV, September 29, 2014.","""Orange Order Hall attacked in Armagh,"" RTE Online, September 27, 2014.",START Primary Collection,0,0,1,1,
138335,201409270024,2014,9,27,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Newtownabbey,54.685280000000006,-5.9645,1.0,0,,"09/27/2014: Police found and safely removed an explosive device from beneath a bridge in Newtownabbey city, Newtownabbey district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,A pipe bomb (defused) was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Viable pipe bomb found during alert,"" BBC, September 28, 2014.","""Families evacuated in NI bomb alert,"" RTE Online, September 28, 2014.","""Belfast residents forced from homes as bomb left at railway bridge,"" Big News Network, September 29, 2014.",START Primary Collection,-9,-9,1,1,
